Contest,Dates,Sample,Pollster,Harris,Trump,Margin,Influence,cat
Wisconsin,9/28 - 10/8@@23647,600 RV@@600,Fabrizio/GBAO,47,46.5,D+ 0.5@@-.5,0.135867,D
Wisconsin,9/28 - 9/30@@23647,"1,079 LV@@1079",Trafalgar Group,46,47.1,R+ 1.1@@1.1,0.0638848,R
Wisconsin,9/27 - 10/2@@23646,533 LV@@533,Redfield & Wilton,47,46,D+ 1@@-1,0.0628177,D
Wisconsin,9/24 - 10/2@@23643,500 LV@@500,OnMessage,46,47,R+ 1@@1,0.0565268,R
Wisconsin,9/23 - 9/29@@23642,408 LV@@408,Global Strategy Group/North Star Opinion Research,47,45.5,D+ 1.5@@-1.5,0.012642,D
Wisconsin,9/11 - 9/14@@23630,600 LV@@600,"Fabrizio, Lee/Impact Research",48.5,46.5,D+ 2@@-2,0,D
Wisconsin,7/26 - 8/2@@23583,404 LV@@404,Benenson Strategy/GS Strategy,48.5,44.5,D+ 4@@-4,0,D
Wisconsin,7/31 - 8/5@@23588,800 RV@@800,RMG Research,48,45,D+ 3@@-3,0,D
Wisconsin,7/22 - 7/24@@23579,"1,046 RV@@1046",Beacon Research/Shaw & Co.,47.5,48,R+ 0.5@@.5,0,R
Wisconsin,9/16 - 9/20@@23635,800 LV@@800,Remington Research,48,48,Even@@0,0,E
Wisconsin,7/22 - 7/24@@23579,523 LV@@523,Redfield & Wilton,44,44,Even@@0,0,E
Wisconsin,8/6 - 8/16@@23594,700 LV@@700,Focaldata,51.05,45.75,D+ 5.3@@-5.3,0,D
Wisconsin,8/23 - 9/3@@23611,855 LV@@855,YouGov,48,45,D+ 3@@-3,0,D
Wisconsin,9/19 - 9/25@@23638,411 LV@@411,Benenson Strategy/GS Strategy,48.5,46.5,D+ 2@@-2,0,D
Wisconsin,9/17 - 9/23@@23636,788 LV@@788,RMG Research,50,49,D+ 1@@-1,0,D
Wisconsin,9/3 - 9/16@@23622,"1,019 LV@@1019",Focaldata,52.3,46.5,D+ 5.8@@-5.8,0,D
Wisconsin,7/13 - 7/16@@23570,514 RV@@514,Civiqs,48,48,Even@@0,0,E
Wisconsin,9/12 - 9/16@@23631,"1,075 LV@@1075",Quinnipiac,48.5,47.5,D+ 1@@-1,0,D
Wisconsin,8/8 - 8/11@@23596,500 RV@@500,Bullfinch,50,41,D+ 9@@-9,0,D
Wisconsin,8/25 - 8/28@@23613,672 LV@@672,Redfield & Wilton,48,44,D+ 4@@-4,0,D
Wisconsin,9/11 - 9/12@@23630,800 LV@@800,InsiderAdvantage,49,46.6,D+ 2.4@@-2.4,0,D
Wisconsin,8/25 - 8/28@@23613,850 LV@@850,Emerson College,49.1,49.8,R+ 0.7@@.7,0,R
Wisconsin,9/19 - 9/25@@23638,785 LV@@785,Morning Consult,50.5,47.5,D+ 3@@-3,0,D
Wisconsin,7/31 - 8/3@@23588,597 LV@@597,Redfield & Wilton,43,43,Even@@0,0,E
Wisconsin,7/22 - 7/23@@23579,845 RV@@845,Emerson College,48,47.15,D+ 0.8@@-.8,0,D
Wisconsin,9/9 - 9/18@@23628,600 LV@@600,Morning Consult,50.22,44.3,D+ 5.9@@-5.9,0,D
Wisconsin,7/24 - 8/1@@23581,801 LV@@801,Marquette University Law School,48,47,D+ 1@@-1,0,D
Wisconsin,9/4 - 9/6@@23623,917 LV@@917,co/efficient,47,47,Even@@0,0,E
Wisconsin,9/1 - 9/3@@23620,826 RV@@826,Patriot Polling,47.9,47.7,D+ 0.2@@-.2,0,D
Wisconsin,8/6 - 8/7@@23594,800 LV@@800,InsiderAdvantage,48.3,48.6,R+ 0.3@@.3,0,R
Wisconsin,8/23 - 8/26@@23611,648 LV@@648,Morning Consult,52.5,44,D+ 8.5@@-8.5,0,D
Wisconsin,8/23 - 8/29@@23611,976 LV@@976,SSRS,50,44,D+ 6@@-6,0,D
Wisconsin,7/6 - 7/10@@23563,600 LV@@600,North Star Opinion,47,48,R+ 1@@1,0,R
Wisconsin,9/12 - 9/18@@23631,800 LV@@800,MassINC Polling,52,45.5,D+ 6.5@@-6.5,0,D
Wisconsin,9/12 - 9/17@@23631,"1,194 LV@@1194",Marist College,50,49,D+ 1@@-1,0,D
Wisconsin,8/14 - 8/20@@23602,600 LV@@600,Spry Strategies,47.1,43.8,D+ 3.3@@-3.3,0,D
Wisconsin,9/3 - 9/6@@23622,946 LV@@946,YouGov,51,49,D+ 2@@-2,0,D
Wisconsin,9/15 - 9/18@@23634,"1,000 LV@@1000",Emerson College,48.7,50.3,R+ 1.6@@1.6,0,R
Wisconsin,8/28 - 8/30@@23616,"1,083 LV@@1083",Trafalgar Group,46.2,47.3,R+ 1.1@@1.1,0,R
Wisconsin,8/23 - 8/26@@23611,518 LV@@518,Z to A Research,47,47,Even@@0,0,E
Wisconsin,8/12 - 8/14@@23600,976 LV@@976,TIPP Insights,46.7,45.9,D+ 0.8@@-.8,0,D
Wisconsin,8/19 - 8/21@@23607,600 LV@@600,BK Strategies,48,45,D+ 3@@-3,0,D
Wisconsin,8/5 - 8/8@@23593,661 LV@@661,NYT/Siena,49.5,44.5,D+ 5@@-5,0,D
Wisconsin,9/6 - 9/9@@23625,626 LV@@626,Redfield & Wilton,49,46,D+ 3@@-3,0,D
Wisconsin,9/18 - 9/26@@23637,798 LV@@798,Marquette University Law School,50.5,46,D+ 4.5@@-4.5,0,D
Wisconsin,8/30 - 9/8@@23618,638 LV@@638,Morning Consult,49.48,46.19,D+ 3.3@@-3.3,0,D
Wisconsin,9/19 - 9/23@@23638,400 LV@@400,RG Strategies,51,45,D+ 6@@-6,0,D
Wisconsin,7/10 - 7/11@@23567,548 RV@@548,Public Policy Polling,48,49,R+ 1@@1,0,R
Wisconsin,9/20 - 9/25@@23639,"1,077 LV@@1077",AtlasIntel,48.2,49.65,R+ 1.5@@1.5,0,R
Wisconsin,9/16 - 9/19@@23635,600 LV@@600,Redfield & Wilton,47,47,Even@@0,0,E
Wisconsin,8/19 - 8/21@@23607,400 LV@@400,"Fabrizio, Lee & Associates",48,43.5,D+ 4.5@@-4.5,0,D
Wisconsin,9/19 - 9/22@@23638,"1,071 LV@@1071",Rasmussen Reports,49,49,Even@@0,0,E
Wisconsin,7/31 - 8/8@@23588,600 LV@@600,GSG/GBAO,46.5,46.5,Even@@0,0,E
Wisconsin,9/21 - 9/26@@23640,680 LV@@680,NYT/Siena,48.5,46.5,D+ 2@@-2,0,D
Wisconsin,7/24 - 7/28@@23581,700 RV@@700,Morning Consult,46.5,46,D+ 0.5@@-.5,0,D
Wisconsin,8/13 - 8/19@@23601,"1,099 LV@@1099",Rasmussen Reports,47,46.5,D+ 0.5@@-.5,0,D
Wisconsin,8/12 - 8/15@@23600,469 LV@@469,Redfield & Wilton,48,44,D+ 4@@-4,0,D
Wisconsin,8/28 - 9/5@@23616,738 LV@@738,Marquette University Law School,50,45.5,D+ 4.5@@-4.5,0,D
Wisconsin,7/23 - 7/29@@23580,400 LV@@400,Public Opinion Strategies,48,46,D+ 2@@-2,0,D
